Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Dominic Vogt,RUNNING,16/09/2021,09:34:58,01:20:02,14.22,140,10.7,16.8,05:38,03:34,1133,37,80,,72,159,236,229,,,,188.0,74.0,201,55,72,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:40:31,140,11.5,05:14,80,676,,6946.90,0.0,,
,00:40:32,139,11.4,05:16,80,676,,6949.40,0.0,,
,00:40:33,139,11.4,05:16,81,676,,6952.10,0.0,,
,00:40:34,139,11.3,05:18,81,676,,6955.80,0.0,,
,00:40:35,139,11.3,05:20,81,676,,6958.80,0.0,,
,00:40:36,138,11.2,05:23,81,676,,6961.60,0.0,,
,00:40:37,138,11.1,05:26,80,676,,6964.40,0.0,,
,00:40:38,139,10.9,05:29,81,676,,6967.20,0.0,,
,00:40:39,139,11.0,05:29,80,676,,6970.30,0.0,,
,00:40:40,139,11.0,05:28,80,676,,6973.00,0.0,,
,00:40:41,139,11.0,05:28,80,675,,6976.50,0.0,,
,00:40:42,139,11.0,05:28,80,675,,6979.30,0.0,,
,00:40:43,138,11.0,05:26,80,675,,6982.10,0.0,,
,00:40:44,139,11.1,05:25,80,675,,6985.00,0.0,,
,00:40:45,139,11.1,05:24,81,675,,6988.70,0.0,,
,00:40:46,139,11.2,05:23,80,675,,6992.20,0.0,,
,00:40:47,140,11.2,05:22,81,675,,6995.70,0.0,,
,00:40:48,140,11.2,05:22,80,675,,6998.90,0.0,,
,00:40:49,140,11.1,05:24,80,675,,7001.80,0.0,,
,00:40:50,140,11.0,05:27,81,676,,7004.10,0.0,,
,00:40:51,140,10.9,05:30,80,676,,7006.70,0.0,,
,00:40:52,140,10.8,05:33,80,676,,7009.30,0.0,,
,00:40:53,140,10.7,05:36,80,676,,7011.60,0.0,,
,00:40:54,140,10.6,05:39,80,676,,7013.40,0.0,,
,00:40:55,140,10.6,05:41,81,676,,7015.40,0.0,,
,00:40:56,140,10.5,05:43,81,676,,7017.60,0.0,,
,00:40:57,140,10.5,05:42,81,676,,7020.10,0.0,,
,00:40:58,140,10.6,05:40,81,676,,7022.80,0.0,,
,00:40:59,140,10.7,05:37,81,676,,7026.60,0.0,,
,00:41:00,140,10.8,05:35,81,676,,7030.40,0.0,,
,00:41:01,139,10.8,05:32,80,676,,7033.90,0.0,,
,00:41:02,139,10.7,05:35,81,676,,7037.40,0.0,,
,00:41:03,139,10.7,05:37,80,676,,7040.60,0.0,,
,00:41:04,139,10.6,05:39,81,677,,7043.90,0.0,,
,00:41:05,139,10.5,05:43,81,677,,7047.30,0.0,,
,00:41:06,139,10.3,05:48,81,677,,7050.20,0.0,,
,00:41:07,139,10.2,05:54,81,677,,7052.90,0.0,,
,00:41:08,139,10.0,06:01,80,677,,7054.50,0.0,,
,00:41:09,139,9.8,06:06,80,677,,7056.20,0.0,,
,00:41:10,139,9.7,06:10,80,677,,7058.20,0.0,,
,00:41:11,139,9.8,06:06,81,678,,7060.80,0.0,,
,00:41:12,139,10.0,06:00,81,678,,7063.40,0.0,,
,00:41:13,139,10.0,06:00,81,678,,7066.40,0.0,,
,00:41:14,139,10.0,05:59,81,678,,7069.60,0.0,,
,00:41:15,139,10.1,05:56,81,678,,7072.90,0.0,,
,00:41:16,139,10.2,05:52,81,678,,7076.90,0.0,,
,00:41:17,140,10.4,05:47,81,679,,7081.00,0.0,,
,00:41:18,140,10.5,05:44,81,679,,7084.50,0.0,,
,00:41:19,140,10.5,05:42,81,679,,7088.00,0.0,,
,00:41:20,140,10.6,05:41,81,679,,7091.20,0.0,,
,00:41:21,140,10.6,05:41,81,679,,7094.30,0.0,,
,00:41:22,140,10.5,05:43,80,679,,7096.70,0.0,,
,00:41:23,140,10.5,05:44,80,680,,7098.60,0.0,,
,00:41:24,140,10.4,05:47,80,680,,7100.50,0.0,,
,00:41:25,140,10.3,05:50,80,680,,7102.20,0.0,,
,00:41:26,140,10.2,05:53,81,680,,7103.80,0.0,,
,00:41:27,140,10.1,05:56,81,680,,7106.20,0.0,,
,00:41:28,140,10.1,05:58,81,680,,7108.60,0.0,,
,00:41:29,140,10.0,05:59,81,681,,7111.00,0.0,,
,00:41:30,140,10.0,06:00,81,681,,7113.60,0.0,,
,00:41:31,140,10.0,06:00,81,681,,7116.60,0.0,,
,00:41:32,139,10.0,05:59,81,681,,7119.90,0.0,,
,00:41:33,139,10.1,05:57,81,682,,7123.50,0.0,,
,00:41:34,139,10.1,05:56,80,682,,7126.90,0.0,,
,00:41:35,139,10.2,05:54,81,682,,7130.40,0.0,,
,00:41:36,139,10.2,05:52,80,682,,7133.50,0.0,,
,00:41:37,140,10.3,05:51,80,682,,7136.50,0.0,,
,00:41:38,140,10.3,05:50,81,682,,7139.50,0.0,,
,00:41:39,140,10.3,05:50,80,683,,7142.40,0.0,,
,00:41:40,140,10.3,05:50,80,683,,7145.40,0.0,,
,00:41:41,139,10.3,05:49,80,683,,7148.40,0.0,,
,00:41:42,139,10.4,05:47,80,683,,7151.50,0.0,,
,00:41:43,139,10.5,05:44,80,683,,7154.90,0.0,,
,00:41:44,139,10.6,05:41,80,683,,7158.50,0.0,,
,00:41:45,139,10.7,05:37,80,684,,7162.70,0.0,,
,00:41:46,139,10.8,05:34,80,684,,7166.60,0.0,,
,00:41:47,138,10.9,05:30,80,684,,7170.90,0.0,,
,00:41:48,138,11.0,05:26,80,684,,7175.10,0.0,,
,00:41:49,138,11.2,05:23,80,684,,7179.20,0.0,,
,00:41:50,138,11.3,05:19,81,684,,7183.20,0.0,,
,00:41:51,138,11.4,05:15,81,684,,7187.80,0.0,,
,00:41:52,137,11.6,05:10,81,685,,7192.47,0.0,,
,00:41:53,137,11.8,05:05,80,685,,7197.14,0.0,,
,00:41:54,137,12.0,05:01,80,685,,7201.10,0.0,,
,00:41:55,137,12.1,04:57,80,685,,7205.10,0.0,,
,00:41:56,137,12.2,04:55,80,685,,7208.90,0.0,,
,00:41:57,137,12.2,04:54,81,685,,7212.20,0.0,,
,00:41:58,137,12.2,04:54,81,685,,7215.50,0.0,,
,00:41:59,137,12.2,04:56,81,685,,7218.40,0.0,,
,00:42:00,137,12.1,04:58,80,685,,7220.60,0.0,,
,00:42:01,137,12.0,05:00,80,686,,7222.30,0.0,,
,00:42:02,137,11.9,05:03,80,686,,7224.10,0.0,,
,00:42:03,137,11.8,05:06,80,686,,7226.20,0.0,,
,00:42:04,137,11.7,05:09,80,686,,7228.40,0.0,,
,00:42:05,137,11.5,05:12,80,686,,7230.80,0.0,,
,00:42:06,137,11.4,05:15,80,686,,7233.50,0.0,,
,00:42:07,137,11.3,05:18,80,686,,7235.90,0.0,,
,00:42:08,137,11.2,05:20,80,686,,7238.00,0.0,,
,00:42:09,137,11.2,05:22,80,686,,7240.50,0.0,,
,00:42:10,137,11.1,05:24,80,686,,7243.60,0.0,,
,00:42:11,137,11.1,05:26,80,686,,7246.80,0.0,,
,00:42:12,137,11.0,05:27,81,686,,7249.70,0.0,,
,00:42:13,138,11.0,05:28,80,686,,7252.80,0.0,,
,00:42:14,138,11.0,05:28,80,686,,7255.40,0.0,,
,00:42:15,138,10.9,05:30,80,686,,7258.10,0.0,,
,00:42:16,138,10.9,05:32,80,686,,7260.60,0.0,,
,00:42:17,138,10.8,05:35,80,686,,7263.20,0.0,,
,00:42:18,138,10.7,05:38,80,686,,7265.40,0.0,,
,00:42:19,138,10.1,05:58,80,686,,7267.20,0.0,,
,00:42:20,138,9.6,06:15,80,686,,7268.80,0.0,,
,00:42:21,138,9.4,06:21,80,686,,7270.10,0.0,,
,00:42:22,137,9.3,06:28,80,686,,7271.80,0.0,,
,00:42:23,137,9.2,06:30,80,686,,7274.20,0.0,,
,00:42:24,136,9.3,06:26,80,686,,7276.70,0.0,,
,00:42:25,136,9.4,06:24,80,686,,7279.30,0.0,,
,00:42:26,136,9.4,06:23,80,686,,7281.80,0.0,,
,00:42:27,136,9.4,06:24,80,686,,7284.40,0.0,,
,00:42:28,136,9.3,06:26,80,686,,7287.20,0.0,,
,00:42:29,136,9.3,06:27,80,686,,7290.10,0.0,,
,00:42:30,137,9.3,06:26,80,686,,7293.30,0.0,,
,00:42:31,137,9.4,06:25,80,686,,7296.00,0.0,,
,00:42:32,137,9.4,06:22,81,686,,7298.50,0.0,,
,00:42:33,138,9.5,06:20,81,686,,7301.10,0.0,,
,00:42:34,139,9.6,06:17,81,686,,7304.00,0.0,,
,00:42:35,139,9.6,06:14,80,686,,7307.20,0.0,,
,00:42:36,140,9.8,06:09,80,686,,7310.50,0.0,,
,00:42:37,140,9.9,06:04,80,686,,7313.90,0.0,,
,00:42:38,141,10.3,05:50,80,686,,7317.80,0.0,,
,00:42:39,141,10.4,05:45,80,686,,7321.80,0.0,,
,00:42:40,141,10.4,05:46,80,686,,7325.60,0.0,,
,00:42:41,141,10.5,05:44,80,686,,7328.80,0.0,,
,00:42:42,141,10.4,05:46,80,686,,7331.80,0.0,,
,00:42:43,141,10.2,05:52,80,686,,7334.60,0.0,,
,00:42:44,141,10.1,05:55,81,686,,7337.40,0.0,,
,00:42:45,141,10.1,05:56,81,686,,7340.10,0.0,,
,00:42:46,141,10.2,05:55,80,686,,7342.50,0.0,,
,00:42:47,141,10.2,05:52,80,686,,7344.80,0.0,,
,00:42:48,141,10.3,05:48,79,686,,7347.40,0.0,,
,00:42:49,140,10.4,05:46,79,686,,7350.20,0.0,,
,00:42:50,140,10.4,05:46,79,687,,7353.50,0.0,,
,00:42:51,139,10.4,05:46,79,687,,7356.40,0.0,,
,00:42:52,140,10.4,05:48,80,687,,7359.10,0.0,,
,00:42:53,140,10.3,05:51,81,687,,7362.00,0.0,,
,00:42:54,141,10.2,05:52,80,687,,7364.40,0.0,,
,00:42:55,141,10.2,05:52,80,687,,7366.90,0.0,,
,00:42:56,141,10.5,05:42,80,687,,7369.60,0.0,,
,00:42:57,141,12.8,04:42,80,687,,7372.50,0.0,,
,00:42:58,141,13.0,04:38,79,687,,7376.10,0.0,,
,00:42:59,142,12.6,04:47,79,687,,7379.60,0.0,,
,00:43:00,142,12.2,04:54,78,687,,7383.00,0.0,,
,00:43:01,142,9.0,06:39,78,688,,7386.20,0.0,,
,00:43:02,142,8.7,06:52,78,688,,7387.90,0.0,,
,00:43:03,143,8.2,07:17,79,688,,7390.80,0.0,,
,00:43:04,144,8.0,07:31,79,688,,7393.10,0.0,,
,00:43:05,144,8.1,07:25,80,688,,7394.90,0.0,,
,00:43:06,144,8.7,06:54,80,688,,7396.80,0.0,,
,00:43:07,145,9.6,06:16,80,688,,7399.00,0.0,,
,00:43:08,145,10.5,05:43,80,689,,7401.90,0.0,,
,00:43:09,145,11.2,05:22,80,689,,7405.40,0.0,,
,00:43:10,145,11.2,05:21,80,689,,7409.00,0.0,,
,00:43:11,145,11.3,05:20,80,689,,7412.70,0.0,,
,00:43:12,145,11.3,05:19,80,689,,7416.80,0.0,,
,00:43:13,146,11.3,05:18,80,689,,7420.90,0.0,,
,00:43:14,146,11.3,05:17,80,689,,7424.80,0.0,,
,00:43:15,147,11.4,05:17,80,689,,7428.10,0.0,,
,00:43:16,147,11.4,05:17,80,690,,7431.30,0.0,,
,00:43:17,148,11.4,05:17,80,690,,7434.10,0.0,,
,00:43:18,149,11.7,05:09,80,690,,7437.40,0.0,,
,00:43:19,149,13.4,04:28,81,690,,7441.00,0.0,,
,00:43:20,149,13.4,04:28,80,690,,7445.40,0.0,,
,00:43:21,150,13.4,04:28,80,690,,7449.30,0.0,,
,00:43:22,150,13.5,04:27,80,690,,7452.90,0.0,,
,00:43:23,150,13.5,04:27,80,691,,7456.50,0.0,,
,00:43:24,151,13.5,04:27,80,691,,7460.60,0.0,,
,00:43:25,151,13.5,04:27,80,691,,7464.30,0.0,,
,00:43:26,152,13.4,04:29,80,691,,7467.60,0.0,,
,00:43:27,152,13.3,04:30,80,691,,7470.60,0.0,,
,00:43:28,153,13.2,04:32,80,691,,7473.40,0.0,,
,00:43:29,153,13.1,04:34,80,691,,7476.00,0.0,,
,00:43:30,154,13.0,04:37,80,691,,7478.60,0.0,,
,00:43:31,154,12.9,04:39,80,691,,7481.60,0.0,,
,00:43:32,155,12.3,04:52,80,692,,7484.20,0.0,,
,00:43:33,156,9.6,06:15,81,692,,7485.80,0.0,,
,00:43:34,156,9.4,06:24,81,692,,7487.10,0.0,,
,00:43:35,157,9.3,06:29,81,692,,7489.70,0.0,,
,00:43:36,157,9.4,06:24,81,692,,7492.30,0.0,,
,00:43:37,157,9.6,06:16,81,692,,7494.60,0.0,,
,00:43:38,157,9.8,06:07,80,692,,7497.10,0.0,,
,00:43:39,157,10.1,05:57,80,692,,7500.00,0.0,,
,00:43:40,157,10.3,05:49,80,692,,7503.40,0.0,,
,00:43:41,157,10.5,05:44,80,692,,7506.90,0.0,,
,00:43:42,156,10.5,05:43,79,692,,7510.60,0.0,,
,00:43:43,155,10.4,05:45,79,692,,7513.60,0.0,,
,00:43:44,155,10.3,05:51,79,692,,7516.20,0.0,,
,00:43:45,154,10.1,05:56,79,692,,7518.80,0.0,,
,00:43:46,154,10.0,06:00,81,693,,7521.40,0.0,,
,00:43:47,153,10.0,06:01,82,693,,7523.80,0.0,,
,00:43:48,153,10.0,06:01,83,693,,7525.90,0.0,,
,00:43:49,152,10.4,05:47,81,693,,7528.20,0.0,,
,00:43:50,152,13.9,04:18,80,693,,7531.20,0.0,,
,00:43:51,152,14.8,04:03,81,693,,7535.70,0.0,,
,00:43:52,152,14.8,04:04,81,693,,7540.30,0.0,,
,00:43:53,152,14.8,04:03,81,693,,7544.97,0.0,,
,00:43:54,153,14.9,04:02,81,693,,7549.64,0.0,,
,00:43:55,153,15.0,04:00,80,693,,7554.31,0.0,,
,00:43:56,153,15.2,03:57,80,693,,7558.98,0.0,,
,00:43:57,154,15.4,03:54,80,693,,7563.65,0.0,,
,00:43:58,153,15.5,03:52,80,693,,7568.32,0.0,,
,00:43:59,153,15.7,03:50,80,693,,7572.99,0.0,,
,00:44:00,153,15.8,03:48,80,694,,7577.66,0.0,,
,00:44:01,153,15.2,03:57,80,694,,7582.32,0.0,,
,00:44:02,152,11.5,05:13,81,694,,7586.99,0.0,,
,00:44:03,152,11.6,05:11,80,694,,7591.66,0.0,,
,00:44:04,152,11.6,05:11,80,694,,7596.33,0.0,,
,00:44:05,152,11.5,05:13,80,694,,7600.50,0.0,,
,00:44:06,151,11.5,05:14,80,694,,7602.80,0.0,,
,00:44:07,150,11.4,05:16,80,694,,7604.70,0.0,,
,00:44:08,150,11.3,05:17,80,694,,7606.30,0.0,,
,00:44:09,150,11.3,05:18,80,694,,7608.30,0.0,,
,00:44:10,150,11.3,05:19,80,694,,7611.30,0.0,,
,00:44:11,150,11.3,05:18,80,694,,7614.90,0.0,,
,00:44:12,149,11.4,05:17,79,694,,7618.50,0.0,,
,00:44:13,149,11.5,05:14,78,694,,7622.30,0.0,,
,00:44:14,149,11.5,05:13,79,694,,7626.10,0.0,,
,00:44:15,148,11.6,05:10,79,694,,7629.80,0.0,,
,00:44:16,148,11.7,05:08,79,694,,7633.40,0.0,,
,00:44:17,148,11.8,05:06,79,694,,7637.90,0.0,,
,00:44:18,148,11.8,05:04,79,694,,7642.57,0.0,,
,00:44:19,148,11.9,05:02,80,694,,7646.60,0.0,,
,00:44:20,148,12.0,04:59,81,694,,7650.60,0.0,,
,00:44:21,148,12.2,04:56,81,694,,7654.70,0.0,,
,00:44:22,147,12.6,04:46,80,694,,7658.80,0.0,,
,00:44:23,147,12.9,04:39,80,694,,7663.40,0.0,,
,00:44:24,147,13.1,04:35,80,694,,7667.70,0.0,,
,00:44:25,148,13.2,04:34,80,694,,7671.70,0.0,,
,00:44:26,148,13.1,04:35,80,694,,7675.40,0.0,,
,00:44:27,148,12.9,04:38,80,694,,7678.60,0.0,,
,00:44:28,149,12.8,04:42,80,694,,7681.70,0.0,,
,00:44:29,149,12.6,04:46,80,694,,7684.60,0.0,,
,00:44:30,149,12.4,04:49,80,694,,7687.40,0.0,,
,00:44:31,149,12.3,04:52,80,694,,7690.30,0.0,,
,00:44:32,148,12.2,04:55,80,694,,7692.70,0.0,,
,00:44:33,148,12.0,05:00,80,694,,7695.40,0.0,,
,00:44:34,148,11.9,05:04,80,694,,7698.10,0.0,,
,00:44:35,148,11.7,05:07,80,694,,7700.80,0.0,,
,00:44:36,148,11.7,05:08,80,694,,7703.60,0.0,,
,00:44:37,147,11.7,05:08,80,694,,7706.70,0.0,,
,00:44:38,147,12.0,05:00,80,694,,7710.30,0.0,,
,00:44:39,147,12.3,04:52,80,694,,7714.10,0.0,,
,00:44:40,146,12.9,04:39,80,694,,7718.77,0.0,,
,00:44:41,146,13.1,04:34,80,694,,7723.44,0.0,,
,00:44:42,145,13.2,04:33,80,695,,7728.11,0.0,,
,00:44:43,145,13.4,04:29,80,695,,7732.78,0.0,,
,00:44:44,145,13.2,04:33,80,695,,7737.30,0.0,,
,00:44:45,145,12.9,04:39,80,695,,7741.10,0.0,,
,00:44:46,144,12.6,04:45,80,695,,7744.80,0.0,,
,00:44:47,144,12.4,04:51,80,695,,7747.80,0.0,,
,00:44:48,143,12.1,04:57,80,695,,7750.90,0.0,,
,00:44:49,143,11.9,05:04,80,695,,7752.60,0.0,,
,00:44:50,143,11.6,05:11,80,695,,7754.50,0.0,,
,00:44:51,143,11.1,05:25,80,695,,7756.20,0.0,,
,00:44:52,143,10.7,05:38,80,695,,7757.70,0.0,,
,00:44:53,143,10.3,05:48,80,695,,7759.40,0.0,,
,00:44:54,143,10.2,05:55,80,695,,7761.10,0.0,,
,00:44:55,143,9.7,06:11,80,695,,7763.10,0.0,,
,00:44:56,143,9.7,06:13,80,695,,7765.10,0.0,,
,00:44:57,144,9.8,06:09,80,695,,7767.40,0.0,,
,00:44:58,143,9.9,06:03,80,695,,7769.80,0.0,,
,00:44:59,143,10.1,05:57,80,695,,7772.60,0.0,,
,00:45:00,143,10.2,05:53,80,695,,7775.90,0.0,,
,00:45:01,143,10.4,05:47,80,695,,7779.40,0.0,,
,00:45:02,143,10.5,05:43,81,695,,7782.90,0.0,,
,00:45:03,143,10.7,05:36,81,695,,7786.80,0.0,,
,00:45:04,143,10.7,05:36,81,695,,7790.30,0.0,,
,00:45:05,143,10.7,05:38,80,695,,7793.70,0.0,,
,00:45:06,143,10.6,05:38,80,695,,7796.40,0.0,,
,00:45:07,143,10.6,05:41,80,695,,7799.40,0.0,,
,00:45:08,143,10.5,05:44,80,695,,7802.20,0.0,,
,00:45:09,143,10.4,05:46,80,695,,7804.90,0.0,,
,00:45:10,144,10.3,05:50,80,695,,7807.70,0.0,,
,00:45:11,144,10.1,05:56,80,695,,7810.30,0.0,,
,00:45:12,144,9.9,06:02,80,695,,7812.20,0.0,,
,00:45:13,144,9.8,06:09,80,695,,7814.10,0.0,,
,00:45:14,144,9.7,06:13,80,695,,7816.10,0.0,,
,00:45:15,144,9.6,06:16,79,695,,7818.40,0.0,,
,00:45:16,144,9.5,06:21,78,695,,7820.80,0.0,,
,00:45:17,144,9.4,06:21,78,695,,7822.80,0.0,,
,00:45:18,145,9.6,06:17,79,695,,7825.20,0.0,,
,00:45:19,145,9.8,06:09,79,695,,7827.80,0.0,,
,00:45:20,145,10.1,05:57,79,695,,7830.90,0.0,,
,00:45:21,145,10.5,05:44,79,695,,7834.70,0.0,,
,00:45:22,145,10.9,05:31,79,695,,7838.90,0.0,,
,00:45:23,146,11.0,05:28,79,695,,7843.20,0.0,,
,00:45:24,146,11.1,05:25,79,695,,7847.40,0.0,,
,00:45:25,146,11.2,05:21,79,695,,7851.70,0.0,,
,00:45:26,146,11.3,05:18,79,695,,7855.90,0.0,,
,00:45:27,147,11.4,05:15,79,695,,7859.90,0.0,,
,00:45:28,147,11.5,05:13,79,695,,7863.90,0.0,,
,00:45:29,147,11.6,05:12,79,695,,7867.50,0.0,,
,00:45:30,147,11.6,05:10,79,695,,7870.90,0.0,,
,00:45:31,147,11.6,05:10,79,695,,7873.80,0.0,,
,00:45:32,147,11.6,05:09,79,695,,7876.60,0.0,,
,00:45:33,147,11.7,05:09,78,695,,7879.60,0.0,,
,00:45:34,147,11.7,05:09,78,695,,7882.70,0.0,,
,00:45:35,146,11.7,05:09,78,695,,7885.80,0.0,,
,00:45:36,146,11.7,05:09,78,695,,7889.20,0.0,,
,00:45:37,146,11.7,05:09,78,695,,7892.30,0.0,,
,00:45:38,146,11.6,05:10,79,695,,7895.10,0.0,,
,00:45:39,146,11.6,05:10,78,695,,7898.10,0.0,,
,00:45:40,146,11.6,05:11,78,695,,7901.20,0.0,,
,00:45:41,146,11.5,05:12,78,695,,7904.50,0.0,,
,00:45:42,145,11.5,05:13,78,695,,7907.60,0.0,,
,00:45:43,145,11.5,05:13,78,695,,7910.70,0.0,,
,00:45:44,145,11.5,05:13,78,695,,7913.80,0.0,,
,00:45:45,145,11.5,05:13,78,695,,7916.80,0.0,,
,00:45:46,145,11.5,05:13,78,695,,7920.20,0.0,,
,00:45:47,145,11.5,05:13,78,695,,7923.60,0.0,,
,00:45:48,146,11.6,05:11,78,695,,7926.90,0.0,,
,00:45:49,146,11.5,05:12,78,695,,7929.90,0.0,,
,00:45:50,146,11.5,05:14,78,695,,7933.10,0.0,,
,00:45:51,146,11.5,05:14,78,695,,7936.20,0.0,,
,00:45:52,145,11.5,05:14,78,695,,7939.20,0.0,,
,00:45:53,145,11.5,05:13,78,695,,7942.20,0.0,,
,00:45:54,145,11.4,05:17,77,695,,7945.40,0.0,,
,00:45:55,145,11.1,05:25,77,695,,7948.40,0.0,,
,00:45:56,144,10.4,05:48,77,695,,7950.20,0.0,,
,00:45:57,144,6.8,08:46,77,695,,7951.50,0.0,,
,00:45:58,143,6.4,09:20,77,695,,7952.30,0.0,,
,00:45:59,143,6.7,09:01,78,695,,7953.90,0.0,,
,00:46:00,142,8.4,07:09,79,695,,7955.70,0.0,,
,00:46:01,143,9.0,06:42,79,695,,7957.80,0.0,,
,00:46:02,144,9.8,06:09,80,695,,7959.40,0.0,,
,00:46:03,146,12.2,04:55,81,695,,7961.90,0.0,,
,00:46:04,146,12.4,04:50,81,695,,7965.10,0.0,,
,00:46:05,147,12.3,04:52,81,695,,7969.20,0.0,,
,00:46:06,148,12.2,04:56,80,695,,7972.70,0.0,,
,00:46:07,149,11.8,05:05,80,695,,7976.40,0.0,,
,00:46:08,150,11.6,05:11,80,695,,7980.00,0.0,,
,00:46:09,150,11.6,05:10,80,695,,7983.60,0.0,,
,00:46:10,150,11.6,05:10,80,694,,7987.00,0.0,,
,00:46:11,151,11.7,05:09,80,694,,7990.30,0.0,,
,00:46:12,150,11.7,05:07,80,694,,7993.40,0.0,,
,00:46:13,150,11.8,05:05,80,694,,7996.40,0.0,,
,00:46:14,150,12.0,05:01,80,694,,7999.70,0.0,,
,00:46:15,149,12.1,04:58,80,694,,8003.20,0.0,,
,00:46:16,148,12.2,04:56,80,694,,8006.80,0.0,,
,00:46:17,147,12.2,04:56,80,694,,8010.20,0.0,,
,00:46:18,147,12.1,04:58,80,694,,8013.70,0.0,,
,00:46:19,147,12.0,04:59,80,694,,8016.90,0.0,,
,00:46:20,147,12.0,05:00,80,694,,8020.10,0.0,,
,00:46:21,147,12.0,05:01,80,694,,8023.50,0.0,,
,00:46:22,148,12.0,05:00,80,694,,8026.90,0.0,,
,00:46:23,148,12.0,04:59,80,694,,8030.20,0.0,,
,00:46:24,148,12.1,04:58,80,694,,8033.60,0.0,,
,00:46:25,149,12.1,04:58,80,694,,8036.80,0.0,,
,00:46:26,149,12.1,04:59,79,694,,8040.00,0.0,,
,00:46:27,149,12.0,05:00,79,694,,8043.20,0.0,,
,00:46:28,150,12.0,05:01,79,694,,8046.60,0.0,,
,00:46:29,150,11.9,05:02,79,694,,8050.10,0.0,,
,00:46:30,151,11.9,05:02,79,694,,8053.20,0.0,,
,00:46:31,150,11.9,05:03,79,694,,8056.10,0.0,,
,00:46:32,147,11.8,05:05,79,694,,8059.00,0.0,,
,00:46:33,146,11.8,05:06,78,694,,8061.90,0.0,,
,00:46:34,146,11.7,05:07,78,694,,8065.10,0.0,,
,00:46:35,146,11.7,05:08,78,694,,8068.10,0.0,,
,00:46:36,145,11.7,05:08,78,694,,8071.10,0.0,,
,00:46:37,144,11.7,05:09,78,694,,8074.30,0.0,,
,00:46:38,143,11.7,05:08,79,694,,8077.50,0.0,,
,00:46:39,143,11.8,05:05,79,694,,8080.70,0.0,,
,00:46:40,143,11.9,05:02,79,694,,8084.10,0.0,,
,00:46:41,142,12.0,05:00,79,694,,8087.70,0.0,,
,00:46:42,141,12.1,04:59,79,694,,8091.50,0.0,,
,00:46:43,141,12.0,05:00,79,694,,8094.50,0.0,,
,00:46:44,141,12.0,05:00,79,694,,8097.90,0.0,,
,00:46:45,140,11.9,05:03,78,694,,8101.30,0.0,,
,00:46:46,139,11.7,05:07,78,694,,8104.40,0.0,,
,00:46:47,139,11.6,05:10,78,694,,8107.40,0.0,,
,00:46:48,139,11.6,05:11,78,694,,8110.40,0.0,,
,00:46:49,139,11.5,05:13,78,693,,8113.20,0.0,,
,00:46:50,139,11.4,05:15,79,693,,8116.10,0.0,,
,00:46:51,139,11.5,05:14,79,693,,8118.90,0.0,,
,00:46:52,139,11.5,05:12,79,693,,8122.00,0.0,,
,00:46:53,139,11.6,05:10,79,693,,8125.30,0.0,,
,00:46:54,139,11.7,05:08,79,693,,8128.90,0.0,,
,00:46:55,138,11.8,05:06,79,693,,8132.60,0.0,,
,00:46:56,137,11.9,05:04,79,693,,8136.00,0.0,,
,00:46:57,136,11.9,05:03,79,693,,8139.90,0.0,,
,00:46:58,136,12.0,05:01,79,693,,8143.80,0.0,,
,00:46:59,136,12.1,04:58,79,693,,8147.40,0.0,,
,00:47:00,137,12.2,04:55,79,693,,8151.50,0.0,,
,00:47:01,137,12.3,04:53,79,693,,8155.60,0.0,,
,00:47:02,137,12.3,04:53,79,693,,8158.80,0.0,,
,00:47:03,137,12.2,04:54,79,693,,8162.00,0.0,,
,00:47:04,137,12.1,04:57,79,693,,8165.20,0.0,,
,00:47:05,137,12.1,04:59,79,693,,8168.50,0.0,,
,00:47:06,136,12.0,05:01,79,693,,8171.50,0.0,,
,00:47:07,136,12.0,05:01,79,693,,8174.40,0.0,,
,00:47:08,136,12.0,05:00,79,693,,8177.50,0.0,,
,00:47:09,136,12.1,04:58,79,693,,8180.50,0.0,,
,00:47:10,136,12.2,04:54,78,693,,8183.90,0.0,,
,00:47:11,136,12.4,04:51,78,693,,8187.30,0.0,,
,00:47:12,136,12.5,04:48,78,693,,8191.00,0.0,,
,00:47:13,136,12.6,04:47,78,693,,8194.70,0.0,,
,00:47:14,136,12.6,04:46,78,693,,8198.40,0.0,,
,00:47:15,136,12.6,04:46,79,693,,8202.10,0.0,,
,00:47:16,136,12.6,04:47,79,693,,8205.70,0.0,,
,00:47:17,136,12.5,04:47,79,692,,8209.40,0.0,,
,00:47:18,137,12.5,04:48,79,692,,8212.80,0.0,,
,00:47:19,137,12.5,04:49,81,692,,8216.10,0.0,,
,00:47:20,137,12.4,04:51,83,692,,8219.10,0.0,,
,00:47:21,137,12.2,04:55,82,692,,8221.90,0.0,,
,00:47:22,138,12.1,04:59,82,692,,8224.70,0.0,,
,00:47:23,138,12.0,05:00,81,692,,8227.60,0.0,,
,00:47:24,138,12.0,05:00,81,692,,8230.60,0.0,,
